ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,rodata_x,partida_id,rodata_y,clube,atleta,minuto,tipo_de_gol
8376,,28/11/2023,21:30,Vasco,Corinthians,4-1-4-1,4-2-3-1,R. Díaz,L. Venker de Menezes,Corinthians,Estádio São Januário,2,4,RJ,SP,36.0,8376.0,36.0,Corinthians,Giovane,90+4,
8376,,28/11/2023,21:30,Vasco,Corinthians,4-1-4-1,4-2-3-1,R. Díaz,L. Venker de Menezes,Corinthians,Estádio São Januário,2,4,RJ,SP,36.0,8376.0,36.0,Corinthians,Ángel Romero,13,
8376,,28/11/2023,21:30,Vasco,Corinthians,4-1-4-1,4-2-3-1,R. Díaz,L. Venker de Menezes,Corinthians,Estádio São Januário,2,4,RJ,SP,36.0,8376.0,36.0,Corinthians,Ángel Romero,45,
8376,,28/11/2023,21:30,Vasco,Corinthians,4-1-4-1,4-2-3-1,R. Díaz,L. Venker de Menezes,Corinthians,Estádio São Januário,2,4,RJ,SP,36.0,8376.0,36.0,Vasco,José Luis Rodríguez Bebanz,3,
8376,,28/11/2023,21:30,Vasco,Corinthians,4-1-4-1,4-2-3-1,R. Díaz,L. Venker de Menezes,Corinthians,Estádio São Januário,2,4,RJ,SP,36.0,8376.0,36.0,Corinthians,Gabriel Moscardo,61,
8377,,29/11/2023,19:03,Santos,Fluminense,3-5-2,4-2-3-1,M. Fernandes,F. Diniz Silva,Fluminense,Estádio Urbano Caldeira,0,3,SP,RJ,36.0,8377.0,36.0,Fluminense,Martinelli,10,
8377,,29/11/2023,19:03,Santos,Fluminense,3-5-2,4-2-3-1,M. Fernandes,F. Diniz Silva,Fluminense,Estádio Urbano Caldeira,0,3,SP,RJ,36.0,8377.0,36.0,Fluminense,Jhon Arias,36,
8377,,29/11/2023,19:03,Santos,Fluminense,3-5-2,4-2-3-1,M. Fernandes,F. Diniz Silva,Fluminense,Estádio Urbano Caldeira,0,3,SP,RJ,36.0,8377.0,36.0,Fluminense,Germán Cano,59,
8378,,29/11/2023,19:30,Flamengo,Atletico-MG,4-2-3-1,4-4-2,A. Bacchi,L. Scolari,Atletico-MG, Maracanã,0,3,RJ,MG,36.0,8378.0,36.0,Atletico-MG,Paulinho,8,
8378,,29/11/2023,19:30,Flamengo,Atletico-MG,4-2-3-1,4-4-2,A. Bacchi,L. Scolari,Atletico-MG, Maracanã,0,3,RJ,MG,36.0,8378.0,36.0,Atletico-MG,Edenílson Andrade dos Santos,47,
8378,,29/11/2023,19:30,Flamengo,Atletico-MG,4-2-3-1,4-4-2,A. Bacchi,L. Scolari,Atletico-MG, Maracanã,0,3,RJ,MG,36.0,8378.0,36.0,Atletico-MG,Rubens,82,
8380,,29/11/2023,20:00,Cuiaba,Internacional,3-4-2-1,4-2-3-1,A. Cardoso de Oliveira,E. Coudet,Internacional,Arena Pantanal,0,2,MT,RS,36.0,8380.0,36.0,Internacional,Enner Valencia,52,
8380,,29/11/2023,20:00,Cuiaba,Internacional,3-4-2-1,4-2-3-1,A. Cardoso de Oliveira,E. Coudet,Internacional,Arena Pantanal,0,2,MT,RS,36.0,8380.0,36.0,Internacional,Pedro Henrique Konzen,89,
8379,,29/11/2023,20:02,Bahia,Sao Paulo,3-4-3,4-2-3-1,R. Ceni,D. Silvestre Júnior,Sao Paulo,Itaipava Arena Fonte Nova,0,1,BA,SP,36.0,8379.0,36.0,Sao Paulo,Caio Paulista,90+7,
8381,,29/11/2023,21:30,Coritiba,Botafogo-RJ,4-1-4-1,3-4-3,G. Dalzotto Bossle,T. Retzalff Nunes,-, Couto Pereira,1,1,PR,RJ,36.0,8381.0,36.0,Coritiba,Edu,90+9,
8381,,29/11/2023,21:30,Coritiba,Botafogo-RJ,4-1-4-1,3-4-3,G. Dalzotto Bossle,T. Retzalff Nunes,-, Couto Pereira,1,1,PR,RJ,36.0,8381.0,36.0,Botafogo-RJ,Tiquinho Soares,90+7,Penalty
8382,,29/11/2023,21:30,Palmeiras,America-MG,4-2-3-1,3-4-1-2,V. Castanheira Penas,D. Giacomini,Palmeiras,Allianz Parque,4,0,SP,MG,36.0,8382.0,36.0,Palmeiras,José Manuel Alberto López,88,
8382,,29/11/2023,21:30,Palmeiras,America-MG,4-2-3-1,3-4-1-2,V. Castanheira Penas,D. Giacomini,Palmeiras,Allianz Parque,4,0,SP,MG,36.0,8382.0,36.0,Palmeiras,José Manuel Alberto López,90+2,
8382,,29/11/2023,21:30,Palmeiras,America-MG,4-2-3-1,3-4-1-2,V. Castanheira Penas,D. Giacomini,Palmeiras,Allianz Parque,4,0,SP,MG,36.0,8382.0,36.0,Palmeiras,Éder,40,Gol Contra
8382,,29/11/2023,21:30,Palmeiras,America-MG,4-2-3-1,3-4-1-2,V. Castanheira Penas,D. Giacomini,Palmeiras,Allianz Parque,4,0,SP,MG,36.0,8382.0,36.0,Palmeiras,Endrick,2,
8383,,30/11/2023,18:59,Gremio,Goias,4-3-3,4-3-3,Renato Gaúcho,M. Henrique,Gremio,Arena do Grêmio,2,1,RS,GO,36.0,8383.0,36.0,Goias,Everton Morelli,28,
8383,,30/11/2023,18:59,Gremio,Goias,4-3-3,4-3-3,Renato Gaúcho,M. Henrique,Gremio,Arena do Grêmio,2,1,RS,GO,36.0,8383.0,36.0,Gremio,Aldemir Ferreira,50,
8383,,30/11/2023,18:59,Gremio,Goias,4-3-3,4-3-3,Renato Gaúcho,M. Henrique,Gremio,Arena do Grêmio,2,1,RS,GO,36.0,8383.0,36.0,Gremio,Franco Cristaldo,56,
8384,,30/11/2023,20:00,Cruzeiro,Athletico-PR,4-3-2-1,3-4-2-1,P. Autuori de Mello,W. Carvalho,-, Mineirão,1,1,MG,PR,36.0,8384.0,36.0,Cruzeiro,Matheus Pereira,84,
8384,,30/11/2023,20:00,Cruzeiro,Athletico-PR,4-3-2-1,3-4-2-1,P. Autuori de Mello,W. Carvalho,-, Mineirão,1,1,MG,PR,36.0,8384.0,36.0,Athletico-PR,Vitor Roque,65,
8385,,30/11/2023,20:29,Bragantino,Fortaleza,4-2-3-1,4-4-2,P. Faria Caixinha,J. Vojvoda,Fortaleza,Nabizão,1,2,SP,CE,36.0,8385.0,36.0,Fortaleza,Yago Pikachu,14,
8385,,30/11/2023,20:29,Bragantino,Fortaleza,4-2-3-1,4-4-2,P. Faria Caixinha,J. Vojvoda,Fortaleza,Nabizão,1,2,SP,CE,36.0,8385.0,36.0,Fortaleza,Calebe Gonçalves Ferreira da Silva,23,
8385,,30/11/2023,20:29,Bragantino,Fortaleza,4-2-3-1,4-4-2,P. Faria Caixinha,J. Vojvoda,Fortaleza,Nabizão,1,2,SP,CE,36.0,8385.0,36.0,Bragantino,Eduardo Sasha,45+3,
8386,,02/12/2023,18:00,Corinthians,Internacional,4-4-2,4-2-3-1,L. Venker de Menezes,E. Coudet,Internacional,Neo Química Arena,1,2,SP,RS,37.0,8386.0,37.0,Internacional,Wanderson,66,
8386,,02/12/2023,18:00,Corinthians,Internacional,4-4-2,4-2-3-1,L. Venker de Menezes,E. Coudet,Internacional,Neo Química Arena,1,2,SP,RS,37.0,8386.0,37.0,Corinthians,Ángel Romero,57,
8386,,02/12/2023,18:00,Corinthians,Internacional,4-4-2,4-2-3-1,L. Venker de Menezes,E. Coudet,Internacional,Neo Química Arena,1,2,SP,RS,37.0,8386.0,37.0,Internacional,Maurício Magalhães Prado,35,
8387,,02/12/2023,21:07,Atletico-MG,Sao Paulo,4-2-3-1,4-2-3-1,L. Scolari,D. Silvestre Júnior,Atletico-MG, Mineirão,2,1,MG,SP,37.0,8387.0,37.0,Sao Paulo,Luciano da Rocha Neves,90+1,Penalty
8387,,02/12/2023,21:07,Atletico-MG,Sao Paulo,4-2-3-1,4-2-3-1,L. Scolari,D. Silvestre Júnior,Atletico-MG, Mineirão,2,1,MG,SP,37.0,8387.0,37.0,Atletico-MG,Hulk,77,
8387,,02/12/2023,21:07,Atletico-MG,Sao Paulo,4-2-3-1,4-2-3-1,L. Scolari,D. Silvestre Júnior,Atletico-MG, Mineirão,2,1,MG,SP,37.0,8387.0,37.0,Atletico-MG,Paulinho,90+4,
8388,,03/12/2023,16:01,Flamengo,Cuiaba,4-2-3-1,3-4-2-1,A. Bacchi,A. Cardoso de Oliveira,Flamengo, Maracanã,2,1,RJ,MT,37.0,8388.0,37.0,Flamengo,Pedro,45+4,
8388,,03/12/2023,16:01,Flamengo,Cuiaba,4-2-3-1,3-4-2-1,A. Bacchi,A. Cardoso de Oliveira,Flamengo, Maracanã,2,1,RJ,MT,37.0,8388.0,37.0,Cuiaba,Clayson,79,Penalty
8388,,03/12/2023,16:01,Flamengo,Cuiaba,4-2-3-1,3-4-2-1,A. Bacchi,A. Cardoso de Oliveira,Flamengo, Maracanã,2,1,RJ,MT,37.0,8388.0,37.0,Flamengo,Luiz Araújo,6,
8389,,03/12/2023,16:02,Palmeiras,Fluminense,3-4-1-2,4-4-2,A. Moreira Ferreira,F. Diniz Silva,Palmeiras,Allianz Parque,1,0,SP,RJ,37.0,8389.0,37.0,Palmeiras,Breno Lopes,30,
8390,,03/12/2023,18:30,Botafogo-RJ,Cruzeiro,3-4-2-1,4-3-3,T. Retzalff Nunes,P. Autuori de Mello,-,Estádio Nilton Santos,0,0,RJ,MG,37.0,,,,,,
8391,,03/12/2023,18:30,America-MG,Bahia,4-1-4-1,3-5-2,D. Giacomini,R. Ceni,America-MG,Estádio Raimundo Sampaio,3,2,MG,BA,37.0,8391.0,37.0,America-MG,Renato Marques,47,
8391,,03/12/2023,18:30,America-MG,Bahia,4-1-4-1,3-5-2,D. Giacomini,R. Ceni,America-MG,Estádio Raimundo Sampaio,3,2,MG,BA,37.0,8391.0,37.0,Bahia,Ademir,57,
8391,,03/12/2023,18:30,America-MG,Bahia,4-1-4-1,3-5-2,D. Giacomini,R. Ceni,America-MG,Estádio Raimundo Sampaio,3,2,MG,BA,37.0,8391.0,37.0,Bahia,Everaldo Stum,26,Penalty
8391,,03/12/2023,18:30,America-MG,Bahia,4-1-4-1,3-5-2,D. Giacomini,R. Ceni,America-MG,Estádio Raimundo Sampaio,3,2,MG,BA,37.0,8391.0,37.0,America-MG,Ricardo Silva,29,
8391,,03/12/2023,18:30,America-MG,Bahia,4-1-4-1,3-5-2,D. Giacomini,R. Ceni,America-MG,Estádio Raimundo Sampaio,3,2,MG,BA,37.0,8391.0,37.0,America-MG,Renato Marques,38,
8392,,03/12/2023,18:30,Fortaleza,Goias,4-4-2,4-1-4-1,J. Vojvoda,M. Henrique,Fortaleza,Arena Castelão,1,0,CE,GO,37.0,8392.0,37.0,Fortaleza,Guilherme,6,
8393,,03/12/2023,18:30,Bragantino,Coritiba,4-3-3,4-1-4-1,P. Faria Caixinha,A. Ferreira,Bragantino,Nabizão,1,0,SP,PR,37.0,8393.0,37.0,Bragantino,Léo Ortiz,75,
8395,,03/12/2023,18:30,Athletico-PR,Santos,3-4-3,4-2-2-2,W. Carvalho,M. Fernandes,Athletico-PR,Ligga Arena,3,0,PR,SP,37.0,8395.0,37.0,Athletico-PR,Vitor Bueno,45+6,
8395,,03/12/2023,18:30,Athletico-PR,Santos,3-4-3,4-2-2-2,W. Carvalho,M. Fernandes,Athletico-PR,Ligga Arena,3,0,PR,SP,37.0,8395.0,37.0,Athletico-PR,Madson,75,
8395,,03/12/2023,18:30,Athletico-PR,Santos,3-4-3,4-2-2-2,W. Carvalho,M. Fernandes,Athletico-PR,Ligga Arena,3,0,PR,SP,37.0,8395.0,37.0,Athletico-PR,Willian Gomes de Siqueira,90+3,
8394,,03/12/2023,18:32,Gremio,Vasco,4-3-3,3-4-1-2,Renato Gaúcho,R. Díaz,Gremio,Arena do Grêmio,1,0,RS,RJ,37.0,8394.0,37.0,Gremio,Luis Alberto Suárez,46,
8396,,06/12/2023,19:00,Goias,America-MG,4-1-4-1,4-5-1,M. Henrique,D. Giacomini,Goias,Estádio Hailé Pinheiro - Serrinha,1,0,GO,MG,38.0,8396.0,38.0,Goias,Luis Felipe Oyama,33,
8397,,06/12/2023,21:32,Internacional,Botafogo-RJ,4-2-3-1,4-2-3-1,E. Coudet,T. Retzalff Nunes,Internacional,Estádio Beira-Rio,3,1,RS,RJ,38.0,8397.0,38.0,Botafogo-RJ,Janderson,47,
8397,,06/12/2023,21:32,Internacional,Botafogo-RJ,4-2-3-1,4-2-3-1,E. Coudet,T. Retzalff Nunes,Internacional,Estádio Beira-Rio,3,1,RS,RJ,38.0,8397.0,38.0,Internacional,Enner Valencia,19,
8397,,06/12/2023,21:32,Internacional,Botafogo-RJ,4-2-3-1,4-2-3-1,E. Coudet,T. Retzalff Nunes,Internacional,Estádio Beira-Rio,3,1,RS,RJ,38.0,8397.0,38.0,Internacional,Alan Patrick,50,
8397,,06/12/2023,21:32,Internacional,Botafogo-RJ,4-2-3-1,4-2-3-1,E. Coudet,T. Retzalff Nunes,Internacional,Estádio Beira-Rio,3,1,RS,RJ,38.0,8397.0,38.0,Internacional,Pedro Henrique Konzen,53,
8398,,06/12/2023,21:32,Coritiba,Corinthians,4-2-3-1,4-3-3,A. Ferreira,L. Venker de Menezes,Corinthians, Couto Pereira,0,2,PR,SP,38.0,8398.0,38.0,Corinthians,Fausto Vera,11,
8398,,06/12/2023,21:32,Coritiba,Corinthians,4-2-3-1,4-3-3,A. Ferreira,L. Venker de Menezes,Corinthians, Couto Pereira,0,2,PR,SP,38.0,8398.0,38.0,Corinthians,Ángel Romero,21,
8399,,06/12/2023,21:32,Fluminense,Gremio,4-2-3-1,4-3-3,F. Diniz Silva,Renato Gaúcho,Gremio, Maracanã,2,3,RJ,RS,38.0,8399.0,38.0,Gremio,Luis Alberto Suárez,64,Penalty
8399,,06/12/2023,21:32,Fluminense,Gremio,4-2-3-1,4-3-3,F. Diniz Silva,Renato Gaúcho,Gremio, Maracanã,2,3,RJ,RS,38.0,8399.0,38.0,Gremio,Luis Alberto Suárez,43,
8399,,06/12/2023,21:32,Fluminense,Gremio,4-2-3-1,4-3-3,F. Diniz Silva,Renato Gaúcho,Gremio, Maracanã,2,3,RJ,RS,38.0,8399.0,38.0,Gremio,Everton,45,
8399,,06/12/2023,21:32,Fluminense,Gremio,4-2-3-1,4-3-3,F. Diniz Silva,Renato Gaúcho,Gremio, Maracanã,2,3,RJ,RS,38.0,8399.0,38.0,Fluminense,Jhon Arias,34,Penalty
8399,,06/12/2023,21:32,Fluminense,Gremio,4-2-3-1,4-3-3,F. Diniz Silva,Renato Gaúcho,Gremio, Maracanã,2,3,RJ,RS,38.0,8399.0,38.0,Fluminense,John Kennedy,81,
8400,,06/12/2023,21:32,Cruzeiro,Palmeiras,4-3-3,3-4-1-2,P. Autuori de Mello,A. Moreira Ferreira,-, Mineirão,1,1,MG,SP,38.0,8400.0,38.0,Cruzeiro,Nikão,80,
8400,,06/12/2023,21:32,Cruzeiro,Palmeiras,4-3-3,3-4-1-2,P. Autuori de Mello,A. Moreira Ferreira,-, Mineirão,1,1,MG,SP,38.0,8400.0,38.0,Palmeiras,Endrick,21,
8401,,06/12/2023,21:32,Bahia,Atletico-MG,3-4-2-1,4-4-2,R. Ceni,L. Scolari,Bahia,Itaipava Arena Fonte Nova,4,1,BA,MG,38.0,8401.0,38.0,Bahia,Cauly,11,
8401,,06/12/2023,21:32,Bahia,Atletico-MG,3-4-2-1,4-4-2,R. Ceni,L. Scolari,Bahia,Itaipava Arena Fonte Nova,4,1,BA,MG,38.0,8401.0,38.0,Atletico-MG,Paulinho,36,
8401,,06/12/2023,21:32,Bahia,Atletico-MG,3-4-2-1,4-4-2,R. Ceni,L. Scolari,Bahia,Itaipava Arena Fonte Nova,4,1,BA,MG,38.0,8401.0,38.0,Bahia,Luciano Juba,45+7,
8401,,06/12/2023,21:32,Bahia,Atletico-MG,3-4-2-1,4-4-2,R. Ceni,L. Scolari,Bahia,Itaipava Arena Fonte Nova,4,1,BA,MG,38.0,8401.0,38.0,Bahia,Thaciano,67,
8401,,06/12/2023,21:32,Bahia,Atletico-MG,3-4-2-1,4-4-2,R. Ceni,L. Scolari,Bahia,Itaipava Arena Fonte Nova,4,1,BA,MG,38.0,8401.0,38.0,Bahia,Ademir,90+2,
8402,,06/12/2023,21:32,Cuiaba,Athletico-PR,5-3-2,3-4-3,A. Cardoso de Oliveira,W. Carvalho,Cuiaba,Arena Pantanal,3,0,MT,PR,38.0,8402.0,38.0,Cuiaba,Clayson,13,Penalty
8402,,06/12/2023,21:32,Cuiaba,Athletico-PR,5-3-2,3-4-3,A. Cardoso de Oliveira,W. Carvalho,Cuiaba,Arena Pantanal,3,0,MT,PR,38.0,8402.0,38.0,Cuiaba,Clayson,90+6,
8402,,06/12/2023,21:32,Cuiaba,Athletico-PR,5-3-2,3-4-3,A. Cardoso de Oliveira,W. Carvalho,Cuiaba,Arena Pantanal,3,0,MT,PR,38.0,8402.0,38.0,Cuiaba,Derik Lacerda,17,
8403,,06/12/2023,21:32,Santos,Fortaleza,3-4-1-2,4-2-3-1,M. Fernandes,J. Vojvoda,Fortaleza,Estádio Urbano Caldeira,1,2,SP,CE,38.0,8403.0,38.0,Fortaleza,Mário Sérgio Santos Costa,39,
8403,,06/12/2023,21:32,Santos,Fortaleza,3-4-1-2,4-2-3-1,M. Fernandes,J. Vojvoda,Fortaleza,Estádio Urbano Caldeira,1,2,SP,CE,38.0,8403.0,38.0,Fortaleza,Juan Martín Lucero,90+6,
8403,,06/12/2023,21:32,Santos,Fortaleza,3-4-1-2,4-2-3-1,M. Fernandes,J. Vojvoda,Fortaleza,Estádio Urbano Caldeira,1,2,SP,CE,38.0,8403.0,38.0,Santos,Messias Rodrigues da Silva Júnior,58,
8404,,06/12/2023,21:32,Sao Paulo,Flamengo,4-2-3-1,4-2-3-1,D. Silvestre Júnior,A. Bacchi,Sao Paulo, Morumbi,1,0,SP,RJ,38.0,8404.0,38.0,Sao Paulo,Luciano da Rocha Neves,26,
8405,,06/12/2023,21:32,Vasco,Bragantino,4-4-2,4-3-3,R. Díaz,P. Faria Caixinha,Vasco,Estádio São Januário,2,1,RJ,SP,38.0,8405.0,38.0,Vasco,Sergio Antonio De Luiz Junior,82,
8405,,06/12/2023,21:32,Vasco,Bragantino,4-4-2,4-3-3,R. Díaz,P. Faria Caixinha,Vasco,Estádio São Januário,2,1,RJ,SP,38.0,8405.0,38.0,Bragantino,Léo Ortiz,63,
8405,,06/12/2023,21:32,Vasco,Bragantino,4-4-2,4-3-3,R. Díaz,P. Faria Caixinha,Vasco,Estádio São Januário,2,1,RJ,SP,38.0,8405.0,38.0,Vasco,Paulinho,29,
8406,,13/04/2024,18:30,Internacional,Bahia,4-4-2,4-4-2,E. Coudet,R. Ceni,Internacional,Estádio Beira-Rio,2,1,RS,BA,1.0,8406.0,1.0,Bahia,Gabriel Teixeira,70,
8406,,13/04/2024,18:30,Internacional,Bahia,4-4-2,4-4-2,E. Coudet,R. Ceni,Internacional,Estádio Beira-Rio,2,1,RS,BA,1.0,8406.0,1.0,Internacional,Wesley Ribeiro Silva,72,
8406,,13/04/2024,18:30,Internacional,Bahia,4-4-2,4-4-2,E. Coudet,R. Ceni,Internacional,Estádio Beira-Rio,2,1,RS,BA,1.0,8406.0,1.0,Internacional,Fernando Reges,83,
8407,,13/04/2024,18:33,Criciuma,Juventude,4-3-1-2,4-4-2,C. Tencati,R. Machado Marques,-,Estádio Heriberto Hülse,1,1,SC,RS,1.0,8407.0,1.0,Criciuma,Renato Kayzer,36,
8407,,13/04/2024,18:33,Criciuma,Juventude,4-3-1-2,4-4-2,C. Tencati,R. Machado Marques,-,Estádio Heriberto Hülse,1,1,SC,RS,1.0,8407.0,1.0,Juventude,Jean Carlos,64,
8408,,13/04/2024,21:00,Fluminense,Bragantino,4-2-3-1,4-3-3,F. Diniz Silva,P. Faria Caixinha,-, Maracanã,2,2,RJ,SP,1.0,8408.0,1.0,Fluminense,Lima,68,
8408,,13/04/2024,21:00,Fluminense,Bragantino,4-2-3-1,4-3-3,F. Diniz Silva,P. Faria Caixinha,-, Maracanã,2,2,RJ,SP,1.0,8408.0,1.0,Bragantino,Eduardo Sasha,47,
8408,,13/04/2024,21:00,Fluminense,Bragantino,4-2-3-1,4-3-3,F. Diniz Silva,P. Faria Caixinha,-, Maracanã,2,2,RJ,SP,1.0,8408.0,1.0,Bragantino,Thiago Borbas,52,
8408,,13/04/2024,21:00,Fluminense,Bragantino,4-2-3-1,4-3-3,F. Diniz Silva,P. Faria Caixinha,-, Maracanã,2,2,RJ,SP,1.0,8408.0,1.0,Fluminense,Lima,45+4,
8409,,13/04/2024,21:03,Sao Paulo,Fortaleza,3-4-1-2,3-5-2,T. Carpini Barbosa,J. Vojvoda,Fortaleza,MorumBIS,1,2,SP,CE,1.0,8409.0,1.0,Fortaleza,Juan Martín Lucero,66,
8409,,13/04/2024,21:03,Sao Paulo,Fortaleza,3-4-1-2,3-5-2,T. Carpini Barbosa,J. Vojvoda,Fortaleza,MorumBIS,1,2,SP,CE,1.0,8409.0,1.0,Fortaleza,Imanol Machuca,80,
8409,,13/04/2024,21:03,Sao Paulo,Fortaleza,3-4-1-2,3-5-2,T. Carpini Barbosa,J. Vojvoda,Fortaleza,MorumBIS,1,2,SP,CE,1.0,8409.0,1.0,Sao Paulo,André Silva,84,
8411,,14/04/2024,16:00,Athletico-PR,Cuiaba,4-1-2-1-2,5-4-1,A. Stival,L. Iubel,Athletico-PR,Ligga Arena,4,0,PR,MT,1.0,8411.0,1.0,Athletico-PR,Gonzalo Mastriani,81,
8411,,14/04/2024,16:00,Athletico-PR,Cuiaba,4-1-2-1-2,5-4-1,A. Stival,L. Iubel,Athletico-PR,Ligga Arena,4,0,PR,MT,1.0,8411.0,1.0,Athletico-PR,Pablo Felipe Teixeira,23,
8411,,14/04/2024,16:00,Athletico-PR,Cuiaba,4-1-2-1-2,5-4-1,A. Stival,L. Iubel,Athletico-PR,Ligga Arena,4,0,PR,MT,1.0,8411.0,1.0,Athletico-PR,Agustín Canobbio,37,
8411,,14/04/2024,16:00,Athletico-PR,Cuiaba,4-1-2-1-2,5-4-1,A. Stival,L. Iubel,Athletico-PR,Ligga Arena,4,0,PR,MT,1.0,8411.0,1.0,Athletico-PR,Leonardo Godoy,39,
8410,,14/04/2024,16:02,Vasco,Gremio,4-3-3,4-2-3-1,R. Díaz,Renato Gaúcho,Vasco,Estádio São Januário,2,1,RJ,RS,1.0,8410.0,1.0,Gremio,Gustavo Martins,68,
8410,,14/04/2024,16:02,Vasco,Gremio,4-3-3,4-2-3-1,R. Díaz,Renato Gaúcho,Vasco,Estádio São Januário,2,1,RJ,RS,1.0,8410.0,1.0,Vasco,David Corrêa da Fonseca,24,
8410,,14/04/2024,16:02,Vasco,Gremio,4-3-3,4-2-3-1,R. Díaz,Renato Gaúcho,Vasco,Estádio São Januário,2,1,RJ,RS,1.0,8410.0,1.0,Vasco,Mateus Carvalho,37,
8412,,14/04/2024,16:02,Atletico-GO,Flamengo,4-1-3-2,4-2-3-1,J. Ribeiro Ventura,A. Bacchi,Flamengo,Estádio Serra Dourada,1,2,GO,RJ,1.0,8412.0,1.0,Atletico-GO,Luiz Fernando Moraes dos Santos,63,
8412,,14/04/2024,16:02,Atletico-GO,Flamengo,4-1-3-2,4-2-3-1,J. Ribeiro Ventura,A. Bacchi,Flamengo,Estádio Serra Dourada,1,2,GO,RJ,1.0,8412.0,1.0,Flamengo,Pedro,90+13,Penalty
8412,,14/04/2024,16:02,Atletico-GO,Flamengo,4-1-3-2,4-2-3-1,J. Ribeiro Ventura,A. Bacchi,Flamengo,Estádio Serra Dourada,1,2,GO,RJ,1.0,8412.0,1.0,Flamengo,Nicolás de la Cruz,45+6,
8413,,14/04/2024,16:02,Corinthians,Atletico-MG,4-2-3-1,3-4-1-2,A. Cardoso de Oliveira,G. Milito,-,Neo Química Arena,0,0,SP,MG,1.0,,,,,,
8414,,14/04/2024,17:00,Cruzeiro,Botafogo-RJ,4-3-3,4-4-2,F. Seabra,A. Torres Gomes Araújo Amorim,Cruzeiro, Mineirão,3,2,MG,RJ,1.0,8414.0,1.0,Cruzeiro,Rafael da Silva,64,
8414,,14/04/2024,17:00,Cruzeiro,Botafogo-RJ,4-3-3,4-4-2,F. Seabra,A. Torres Gomes Araújo Amorim,Cruzeiro, Mineirão,3,2,MG,RJ,1.0,8414.0,1.0,Cruzeiro,Rafael Elias,90+1,
8414,,14/04/2024,17:00,Cruzeiro,Botafogo-RJ,4-3-3,4-4-2,F. Seabra,A. Torres Gomes Araújo Amorim,Cruzeiro, Mineirão,3,2,MG,RJ,1.0,8414.0,1.0,Botafogo-RJ,Tiquinho Soares,5,
8414,,14/04/2024,17:00,Cruzeiro,Botafogo-RJ,4-3-3,4-4-2,F. Seabra,A. Torres Gomes Araújo Amorim,Cruzeiro, Mineirão,3,2,MG,RJ,1.0,8414.0,1.0,Cruzeiro,Lucas Silva Borges,20,
8414,,14/04/2024,17:00,Cruzeiro,Botafogo-RJ,4-3-3,4-4-2,F. Seabra,A. Torres Gomes Araújo Amorim,Cruzeiro, Mineirão,3,2,MG,RJ,1.0,8414.0,1.0,Botafogo-RJ,Danilo Barbosa da Silva,83,
8415,,14/04/2024,18:33,Vitoria,Palmeiras,4-3-3,4-2-3-1,L. Condé,A. Moreira Ferreira,Palmeiras, Barradão,0,1,BA,SP,1.0,8415.0,1.0,Palmeiras,Richard Ríos,20,
8416,,16/04/2024,21:31,Bahia,Fluminense,4-2-3-1,4-2-3-1,R. Ceni,F. Diniz Silva,Bahia,Arena Fonte Nova,2,1,BA,RJ,2.0,8416.0,2.0,Bahia,Caio Alexandre,34,
8416,,16/04/2024,21:31,Bahia,Fluminense,4-2-3-1,4-2-3-1,R. Ceni,F. Diniz Silva,Bahia,Arena Fonte Nova,2,1,BA,RJ,2.0,8416.0,2.0,Bahia,Cauly,61,
8416,,16/04/2024,21:31,Bahia,Fluminense,4-2-3-1,4-2-3-1,R. Ceni,F. Diniz Silva,Bahia,Arena Fonte Nova,2,1,BA,RJ,2.0,8416.0,2.0,Fluminense,Germán Cano,4,
8418,,17/04/2024,19:00,Gremio,Athletico-PR,4-3-3,4-2-3-1,Renato Gaúcho,A. Stival,Gremio,Arena do Grêmio,2,0,RS,PR,2.0,8418.0,2.0,Gremio,Yeferson Soteldo,51,
8418,,17/04/2024,19:00,Gremio,Athletico-PR,4-3-3,4-2-3-1,Renato Gaúcho,A. Stival,Gremio,Arena do Grêmio,2,0,RS,PR,2.0,8418.0,2.0,Gremio,Franco Cristaldo,19,
8417,,17/04/2024,19:02,Bragantino,Vasco,4-3-3,4-3-3,P. Faria Caixinha,R. Díaz,Bragantino,Nabizão,2,1,SP,RJ,2.0,8417.0,2.0,Bragantino,Ignacio Laquintana,7,
8417,,17/04/2024,19:02,Bragantino,Vasco,4-3-3,4-3-3,P. Faria Caixinha,R. Díaz,Bragantino,Nabizão,2,1,SP,RJ,2.0,8417.0,2.0,Bragantino,Vitor Hugo Naum dos Santos,78,
8417,,17/04/2024,19:02,Bragantino,Vasco,4-3-3,4-3-3,P. Faria Caixinha,R. Díaz,Bragantino,Nabizão,2,1,SP,RJ,2.0,8417.0,2.0,Vasco,Pablo Vegetti,63,
8421,,17/04/2024,19:59,Atletico-MG,Criciuma,4-2-3-1,4-3-2-1,G. Milito,C. Tencati,-,Arena MRV,1,1,MG,SC,2.0,8421.0,2.0,Atletico-MG,Gustavo Scarpa,40,
8421,,17/04/2024,19:59,Atletico-MG,Criciuma,4-2-3-1,4-3-2-1,G. Milito,C. Tencati,-,Arena MRV,1,1,MG,SC,2.0,8421.0,2.0,Criciuma,Matheus Leonardo Sales Cardoso,84,
