ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,rodata_x,partida_id,rodata_y,clube,atleta,minuto,tipo_de_gol,ano_civil,temporada,rodata_calculada,rodata_final,rodata_corrigida,temporada_corrigida
1,1.0,2003-03-29,16:00,Guarani,Vasco,,,,,Guarani, Brinco de Ouro,4,2,SP,RJ,,,,,,,,2003,2003,1.0,1.0,1.0,2003
2,1.0,2003-03-29,16:00,Atlético-PR,Grêmio,,,,,Athletico-PR, Arena da Baixada,2,0,PR,RS,,,,,,,,2003,2003,1.0,1.0,1.0,2003
3,1.0,2003-03-30,16:00,Flamengo,Coritiba,,,,,-, Maracanã,1,1,RJ,PR,,,,,,,,2003,2003,1.0,1.0,1.0,2003
4,1.0,2003-03-30,16:00,Goiás,Paysandu,,,,,-, Serra Dourada,2,2,GO,PA,,,,,,,,2003,2003,1.0,1.0,1.0,2003
5,1.0,2003-03-30,16:00,Internacional,Ponte Preta,,,,,-, Beira Rio,1,1,RS,SP,,,,,,,,2003,2003,1.0,1.0,1.0,2003
6,1.0,2003-03-30,16:00,Criciúma,Fluminense,,,,,Criciuma, Heriberto Hulse,2,0,SC,RJ,,,,,,,,2003,2003,1.0,1.0,1.0,2003
7,1.0,2003-03-30,16:00,Juventude,São Paulo,,,,,-, Alfredo Jaconi,2,2,RS,SP,,,,,,,,2003,2003,1.0,1.0,1.0,2003
8,1.0,2003-03-30,16:00,Fortaleza,Bahia,,,,,-, Castelão,0,0,CE,BA,,,,,,,,2003,2003,1.0,1.0,1.0,2003
9,1.0,2003-03-30,16:00,Cruzeiro,São Caetano,,,,,-, Mineirão,2,2,MG,SP,,,,,,,,2003,2003,1.0,1.0,1.0,2003
10,1.0,2003-03-30,16:00,Vitória,Figueirense,,,,,-, Barradão,1,1,BA,SC,,,,,,,,2003,2003,1.0,1.0,1.0,2003
11,1.0,2003-03-30,18:00,Santos,Paraná,,,,,-, Vila Belmiro,2,2,SP,PR,,,,,,,,2003,2003,2.0,1.0,1.0,2003
12,1.0,2003-03-30,18:00,Corinthians,Atlético-MG,,,,,Atletico-MG, Pacaembu,0,3,SP,MG,,,,,,,,2003,2003,2.0,1.0,1.0,2003
13,2.0,2003-04-05,16:00,Fluminense,Fortaleza,,,,,-, Maracanã,1,1,RJ,CE,,,,,,,,2003,2003,2.0,2.0,2.0,2003
14,2.0,2003-04-05,16:00,Atlético-MG,Santos,,,,,-, Mineirão,0,0,MG,SP,,,,,,,,2003,2003,2.0,2.0,2.0,2003
15,2.0,2003-04-05,16:00,Coritiba,Internacional,,,,,Internacional, Couto Pereira,0,1,PR,RS,,,,,,,,2003,2003,2.0,2.0,2.0,2003
16,2.0,2003-04-05,18:00,Grêmio,Guarani,,,,,Gremio, Olímpico,3,1,RS,SP,,,,,,,,2003,2003,2.0,2.0,2.0,2003
17,2.0,2003-04-06,16:00,Bahia,Flamengo,,,,,Flamengo, Fonte Nova,1,2,BA,RJ,,,,,,,,2003,2003,3.0,2.0,2.0,2003
18,2.0,2003-04-06,16:00,Figueirense,Corinthians,,,,,-, Orlando Scarpelli,3,3,SC,SP,,,,,,,,2003,2003,3.0,2.0,2.0,2003
19,2.0,2003-04-06,16:00,Paysandu,Vitória,,,,,Vitoria, Mangueirão,1,2,PA,BA,,,,,,,,2003,2003,3.0,2.0,2.0,2003
20,2.0,2003-04-06,16:00,Ponte Preta,Juventude,,,,,Ponte Preta, Moisés Lucarelli,1,0,SP,RS,,,,,,,,2003,2003,3.0,2.0,2.0,2003
21,2.0,2003-04-06,16:00,Paraná,Atlético-PR,,,,,Parana, Pinheirão,3,0,PR,PR,,,,,,,,2003,2003,2.0,2.0,2.0,2003
22,2.0,2003-04-06,16:00,São Caetano,Criciúma,,,,,Sao Caetano, Anacleto Campanella,3,2,SP,SC,,,,,,,,2003,2003,2.0,2.0,2.0,2003
23,2.0,2003-04-06,18:00,São Paulo,Cruzeiro,,,,,Cruzeiro, Morumbi,2,4,SP,MG,,,,,,,,2003,2003,2.0,2.0,2.0,2003
24,2.0,2003-04-06,18:00,Vasco,Goiás,,,,,Vasco, São Januário,6,4,RJ,GO,,,,,,,,2003,2003,2.0,2.0,2.0,2003
25,4.0,2003-04-09,21:40,Paysandu,Santos,,,,,Paysandu, Mangueirão,2,1,PA,SP,,,,,,,,2003,2003,3.0,4.0,4.0,2003
37,3.0,2003-04-12,16:00,Internacional,Bahia,,,,,Internacional, Beira Rio,2,0,RS,BA,,,,,,,,2003,2003,3.0,3.0,3.0,2003
38,3.0,2003-04-12,16:00,Santos,Figueirense,,,,,Santos, Vila Belmiro,2,0,SP,SC,,,,,,,,2003,2003,3.0,3.0,3.0,2003
39,3.0,2003-04-12,16:00,Atlético-PR,Atlético-MG,,,,,Atletico-MG, Arena da Baixada,1,2,PR,MG,,,,,,,,2003,2003,3.0,3.0,3.0,2003
40,3.0,2003-04-12,18:00,Corinthians,Paysandu,,,,,Corinthians, Pacaembu,6,1,SP,PA,,,,,,,,2003,2003,3.0,3.0,3.0,2003
41,3.0,2003-04-13,16:00,Vitória,Vasco,,,,,Vitoria, Barradão,2,1,BA,RJ,,,,,,,,2003,2003,4.0,3.0,3.0,2003
42,3.0,2003-04-13,16:00,Criciúma,São Paulo,,,,,-, Heriberto Hulse,1,1,SC,SP,,,,,,,,2003,2003,4.0,3.0,3.0,2003
43,3.0,2003-04-13,16:00,Fortaleza,São Caetano,,,,,-, Presidente Vargas,1,1,CE,SP,,,,,,,,2003,2003,4.0,3.0,3.0,2003
44,3.0,2003-04-13,16:00,Juventude,Coritiba,,,,,Juventude, Alfredo Jaconi,2,1,RS,PR,,,,,,,,2003,2003,4.0,3.0,3.0,2003
45,3.0,2003-04-13,16:00,Guarani,Paraná,,,,,Guarani, Brinco de Ouro,2,0,SP,PR,,,,,,,,2003,2003,4.0,3.0,3.0,2003
46,3.0,2003-04-13,16:00,Goiás,Grêmio,,,,,-, Serra Dourada,1,1,GO,RS,,,,,,,,2003,2003,4.0,3.0,3.0,2003
47,3.0,2003-04-13,18:00,Cruzeiro,Ponte Preta,,,,,Cruzeiro, Mineirão,3,0,MG,SP,,,,,,,,2003,2003,3.0,3.0,3.0,2003
48,3.0,2003-04-13,18:00,Flamengo,Fluminense,,,,,Flamengo, Maracanã,4,1,RJ,RJ,,,,,,,,2003,2003,4.0,3.0,3.0,2003
26,4.0,2003-04-16,20:30,Bahia,Juventude,,,,,Bahia, Fonte Nova,3,1,BA,RS,,,,,,,,2003,2003,4.0,4.0,4.0,2003
27,4.0,2003-04-16,20:30,Grêmio,Vitória,,,,,Gremio, Olímpico,2,1,RS,BA,,,,,,,,2003,2003,4.0,4.0,4.0,2003
28,4.0,2003-04-16,20:30,Atlético-MG,Guarani,,,,,Atletico-MG, Mineirão,3,2,MG,SP,,,,,,,,2003,2003,4.0,4.0,4.0,2003
29,4.0,2003-04-16,20:30,Figueirense,Atlético-PR,,,,,-, Orlando Scarpelli,1,1,SC,PR,,,,,,,,2003,2003,5.0,4.0,4.0,2003
30,4.0,2003-04-16,20:30,Ponte Preta,Criciúma,,,,,-, Moisés Lucarelli,1,1,SP,SC,,,,,,,,2003,2003,5.0,4.0,4.0,2003
31,4.0,2003-04-16,21:40,São Caetano,Flamengo,,,,,-, Anacleto Campanella,1,1,SP,RJ,,,,,,,,2003,2003,5.0,4.0,4.0,2003
32,4.0,2003-04-16,21:40,Vasco,Corinthians,,,,,-, São Januário,2,2,RJ,SP,,,,,,,,2003,2003,5.0,4.0,4.0,2003
33,4.0,2003-04-16,21:40,Coritiba,Cruzeiro,,,,,Cruzeiro, Couto Pereira,3,4,PR,MG,,,,,,,,2003,2003,5.0,4.0,4.0,2003
34,4.0,2003-04-17,20:30,Fluminense,Internacional,,,,,Fluminense, Maracanã,3,1,RJ,RS,,,,,,,,2003,2003,5.0,4.0,4.0,2003
35,4.0,2003-04-17,20:30,São Paulo,Fortaleza,,,,,Sao Paulo, Morumbi,3,1,SP,CE,,,,,,,,2003,2003,5.0,4.0,4.0,2003
36,4.0,2003-04-17,20:30,Paraná,Goiás,,,,,Parana, Pinheirão,3,1,PR,GO,,,,,,,,2003,2003,5.0,4.0,4.0,2003
144,12.0,2003-04-18,20:30,Flamengo,Cruzeiro,,,,,Flamengo, Maracanã,3,0,RJ,MG,,,,,,,,2003,2003,5.0,12.0,12.0,2003
49,5.0,2003-04-19,16:00,Bahia,Atlético-MG,,,,,Atletico-MG, Fonte Nova,2,4,BA,MG,,,,,,,,2003,2003,6.0,5.0,5.0,2003
50,5.0,2003-04-19,16:00,São Caetano,Grêmio,,,,,-, Anacleto Campanella,1,1,SP,RS,,,,,,,,2003,2003,6.0,5.0,5.0,2003
51,5.0,2003-04-19,18:00,Flamengo,Santos,,,,,Santos, Maracanã,0,2,RJ,SP,,,,,,,,2003,2003,5.0,5.0,5.0,2003
52,5.0,2003-04-20,16:00,São Paulo,Vasco,,,,,Sao Paulo, Morumbi,3,1,SP,RJ,,,,,,,,2003,2003,6.0,5.0,5.0,2003
53,5.0,2003-04-20,16:00,Internacional,Corinthians,,,,,Internacional, Beira Rio,2,1,RS,SP,,,,,,,,2003,2003,6.0,5.0,5.0,2003
54,5.0,2003-04-20,16:00,Criciúma,Guarani,,,,,Criciuma, Heriberto Hulse,1,0,SC,SP,,,,,,,,2003,2003,6.0,5.0,5.0,2003
55,5.0,2003-04-20,16:00,Juventude,Vitória,,,,,-, Alfredo Jaconi,1,1,RS,BA,,,,,,,,2003,2003,6.0,5.0,5.0,2003
56,5.0,2003-04-20,16:00,Fortaleza,Atlético-PR,,,,,Fortaleza, Presidente Vargas,1,0,CE,PR,,,,,,,,2003,2003,6.0,5.0,5.0,2003
57,5.0,2003-04-20,16:00,Ponte Preta,Paysandu,,,,,-, Moisés Lucarelli,4,4,SP,PA,,,,,,,,2003,2003,6.0,5.0,5.0,2003
58,5.0,2003-04-20,18:00,Cruzeiro,Goiás,,,,,Cruzeiro, Mineirão,4,1,MG,GO,,,,,,,,2003,2003,6.0,5.0,5.0,2003
59,5.0,2003-04-20,18:00,Fluminense,Paraná,,,,,-, Maracanã,0,0,RJ,PR,,,,,,,,2003,2003,6.0,5.0,5.0,2003
60,5.0,2003-04-21,20:30,Coritiba,Figueirense,,,,,Coritiba, Couto Pereira,1,0,PR,SC,,,,,,,,2003,2003,7.0,5.0,5.0,2003
61,6.0,2003-04-26,16:00,Atlético-MG,Coritiba,,,,,Coritiba, Mineirão,1,2,MG,PR,,,,,,,,2003,2003,7.0,6.0,6.0,2003
62,6.0,2003-04-26,16:00,Paraná,Bahia,,,,,Parana, Pinheirão,3,1,PR,BA,,,,,,,,2003,2003,7.0,6.0,6.0,2003
63,6.0,2003-04-26,16:00,Vitória,Internacional,,,,,Internacional, Barradão,0,3,BA,RS,,,,,,,,2003,2003,7.0,6.0,6.0,2003
64,6.0,2003-04-26,18:00,Guarani,Cruzeiro,,,,,-, Brinco de Ouro,1,1,SP,MG,,,,,,,,2003,2003,7.0,6.0,6.0,2003
65,6.0,2003-04-27,16:00,Corinthians,Flamengo,,,,,-, Pacaembu,1,1,SP,RJ,,,,,,,,2003,2003,8.0,6.0,6.0,2003
66,6.0,2003-04-27,16:00,Goiás,Juventude,,,,,Goias, Serra Dourada,7,0,GO,RS,,,,,,,,2003,2003,7.0,6.0,6.0,2003
67,6.0,2003-04-27,16:00,Figueirense,Ponte Preta,,,,,-, Orlando Scarpelli,0,0,SC,SP,,,,,,,,2003,2003,8.0,6.0,6.0,2003
68,6.0,2003-04-27,16:00,Santos,Fortaleza,,,,,Santos, Vila Belmiro,4,0,SP,CE,,,,,,,,2003,2003,8.0,6.0,6.0,2003
69,6.0,2003-04-27,16:00,Grêmio,Fluminense,,,,,Fluminense, Olímpico,0,1,RS,RJ,,,,,,,,2003,2003,7.0,6.0,6.0,2003
70,6.0,2003-04-27,16:00,Atlético-PR,Criciúma,,,,,Athletico-PR, Arena da Baixada,5,2,PR,SC,,,,,,,,2003,2003,7.0,6.0,6.0,2003
71,6.0,2003-04-27,18:00,Paysandu,São Paulo,,,,,Paysandu, Mangueirão,5,2,PA,SP,,,,,,,,2003,2003,7.0,6.0,6.0,2003
72,6.0,2003-04-27,18:00,Vasco,São Caetano,,,,,Vasco, São Januário,1,0,RJ,SP,,,,,,,,2003,2003,7.0,6.0,6.0,2003
73,7.0,2003-05-03,16:00,Flamengo,Vitória,,,,,Flamengo, Maracanã,2,1,RJ,BA,,,,,,,,2003,2003,8.0,7.0,7.0,2003
74,7.0,2003-05-03,16:00,Bahia,Grêmio,,,,,Bahia, Fonte Nova,2,1,BA,RS,,,,,,,,2003,2003,8.0,7.0,7.0,2003
75,7.0,2003-05-03,18:00,Cruzeiro,Atlético-PR,,,,,Cruzeiro, Mineirão,5,2,MG,PR,,,,,,,,2003,2003,8.0,7.0,7.0,2003
76,7.0,2003-05-04,16:00,Fortaleza,Corinthians,,,,,Corinthians, Castelão,1,2,CE,SP,,,,,,,,2003,2003,9.0,7.0,7.0,2003
77,7.0,2003-05-04,16:00,São Paulo,Figueirense,,,,,Sao Paulo, Morumbi,3,2,SP,SC,,,,,,,,2003,2003,9.0,7.0,7.0,2003
78,7.0,2003-05-04,16:00,São Caetano,Paysandu,,,,,Sao Caetano, Anacleto Campanella,2,0,SP,PA,,,,,,,,2003,2003,9.0,7.0,7.0,2003
79,7.0,2003-05-04,16:00,Internacional,Goiás,,,,,Internacional, Beira Rio,2,1,RS,GO,,,,,,,,2003,2003,9.0,7.0,7.0,2003
80,7.0,2003-05-04,16:00,Ponte Preta,Atlético-MG,,,,,Ponte Preta, Moisés Lucarelli,2,1,SP,MG,,,,,,,,2003,2003,9.0,7.0,7.0,2003
81,7.0,2003-05-04,16:00,Juventude,Guarani,,,,,-, Alfredo Jaconi,1,1,RS,SP,,,,,,,,2003,2003,8.0,7.0,7.0,2003
82,7.0,2003-05-04,16:00,Coritiba,Paraná,,,,,Coritiba, Couto Pereira,2,1,PR,PR,,,,,,,,2003,2003,8.0,7.0,7.0,2003
83,7.0,2003-05-04,18:00,Criciúma,Santos,,,,,Santos, Heriberto Hulse,1,3,SC,SP,,,,,,,,2003,2003,8.0,7.0,7.0,2003
84,7.0,2003-05-04,18:00,Fluminense,Vasco,,,,,-, Maracanã,0,0,RJ,RJ,,,,,,,,2003,2003,8.0,7.0,7.0,2003
85,8.0,2003-05-10,16:00,Goiás,Flamengo,,,,,-, Serra Dourada,1,1,GO,RJ,,,,,,,,2003,2003,9.0,8.0,8.0,2003
86,8.0,2003-05-10,16:00,Santos,Cruzeiro,,,,,Cruzeiro, Vila Belmiro,0,2,SP,MG,,,,,,,,2003,2003,9.0,8.0,8.0,2003
87,8.0,2003-05-10,16:00,Paraná,Ponte Preta,,,,,Parana, Pinheirão,3,2,PR,SP,,,,,,,,2003,2003,9.0,8.0,8.0,2003
88,8.0,2003-05-10,18:00,Corinthians,Criciúma,,,,,Corinthians, Pacaembu,3,0,SP,SC,,,,,,,,2003,2003,9.0,8.0,8.0,2003
89,8.0,2003-05-11,16:00,Vasco,Bahia,,,,,-, São Januário,1,1,RJ,BA,,,,,,,,2003,2003,9.0,8.0,8.0,2003
90,8.0,2003-05-11,16:00,Paysandu,Fluminense,,,,,-, Mangueirão,2,2,PA,RJ,,,,,,,,2003,2003,10.0,8.0,8.0,2003
91,8.0,2003-05-11,16:00,Atlético-MG,São Paulo,,,,,-, Mineirão,2,2,MG,SP,,,,,,,,2003,2003,10.0,8.0,8.0,2003
92,8.0,2003-05-11,16:00,Vitória,Fortaleza,,,,,Vitoria, Barradão,2,1,BA,CE,,,,,,,,2003,2003,10.0,8.0,8.0,2003
93,8.0,2003-05-11,16:00,Guarani,Internacional,,,,,Guarani, Brinco de Ouro,3,0,SP,RS,,,,,,,,2003,2003,10.0,8.0,8.0,2003
94,8.0,2003-05-11,16:00,Atlético-PR,Juventude,,,,,Athletico-PR, Arena da Baixada,2,0,PR,RS,,,,,,,,2003,2003,10.0,8.0,8.0,2003
95,8.0,2003-05-11,16:00,Figueirense,São Caetano,,,,,Figueirense, Orlando Scarpelli,3,0,SC,SP,,,,,,,,2003,2003,10.0,8.0,8.0,2003
96,8.0,2003-05-11,18:00,Grêmio,Coritiba,,,,,Gremio, Olímpico,1,0,RS,PR,,,,,,,,2003,2003,10.0,8.0,8.0,2003
97,9.0,2003-05-17,16:00,Fluminense,Figueirense,,,,,Fluminense, Maracanã,3,0,RJ,SC,,,,,,,,2003,2003,10.0,9.0,9.0,2003
98,9.0,2003-05-17,16:00,São Caetano,Atlético-MG,,,,,Sao Caetano, Anacleto Campanella,2,0,SP,MG,,,,,,,,2003,2003,10.0,9.0,9.0,2003
99,9.0,2003-05-17,18:00,Juventude,Santos,,,,,-, Alfredo Jaconi,1,1,RS,SP,,,,,,,,2003,2003,10.0,9.0,9.0,2003
100,9.0,2003-05-18,16:00,Bahia,Paysandu,,,,,Bahia, Fonte Nova,2,0,BA,PA,,,,,,,,2003,2003,11.0,9.0,9.0,2003
101,9.0,2003-05-18,16:00,Internacional,Atlético-PR,,,,,-, Beira Rio,1,1,RS,PR,,,,,,,,2003,2003,11.0,9.0,9.0,2003
102,9.0,2003-05-18,16:00,Coritiba,Vasco,,,,,-, Couto Pereira,1,1,PR,RJ,,,,,,,,2003,2003,11.0,9.0,9.0,2003
103,9.0,2003-05-18,16:00,Cruzeiro,Corinthians,,,,,-, Mineirão,1,1,MG,SP,,,,,,,,2003,2003,11.0,9.0,9.0,2003
104,9.0,2003-05-18,16:00,Fortaleza,Goiás,,,,,Fortaleza, Castelão,1,0,CE,GO,,,,,,,,2003,2003,11.0,9.0,9.0,2003
105,9.0,2003-05-18,16:00,Ponte Preta,Grêmio,,,,,Ponte Preta, Moisés Lucarelli,2,1,SP,RS,,,,,,,,2003,2003,11.0,9.0,9.0,2003
106,9.0,2003-05-18,16:00,Criciúma,Vitória,,,,,-, Heriberto Hulse,1,1,SC,BA,,,,,,,,2003,2003,11.0,9.0,9.0,2003
107,9.0,2003-05-18,18:00,Flamengo,Guarani,,,,,-, Maracanã,1,1,RJ,SP,,,,,,,,2003,2003,11.0,9.0,9.0,2003
108,9.0,2003-05-18,18:00,São Paulo,Paraná,,,,,Sao Paulo, Morumbi,2,0,SP,PR,,,,,,,,2003,2003,11.0,9.0,9.0,2003
109,10.0,2003-05-24,16:00,Atlético-MG,Fluminense,,,,,Atletico-MG,  Independência,3,0,MG,RJ,,,,,,,,2003,2003,11.0,10.0,10.0,2003
110,10.0,2003-05-24,16:00,Paraná,São Caetano,,,,,-, Pinheirão,1,1,PR,SP,,,,,,,,2003,2003,12.0,10.0,10.0,2003
111,10.0,2003-05-24,16:00,Corinthians,Juventude,,,,,Corinthians, Pacaembu,3,0,SP,RS,,,,,,,,2003,2003,12.0,10.0,10.0,2003
112,10.0,2003-05-24,18:00,Vasco,Ponte Preta,,,,,Vasco, São Januário,1,0,RJ,SP,,,,,,,,2003,2003,12.0,10.0,10.0,2003
113,10.0,2003-05-25,16:00,Atlético-PR,Flamengo,,,,,Athletico-PR, Arena da Baixada,4,1,PR,RJ,,,,,,,,2003,2003,12.0,10.0,10.0,2003
114,10.0,2003-05-25,16:00,Paysandu,Coritiba,,,,,Coritiba, Mangueirão,1,3,PA,PR,,,,,,,,2003,2003,12.0,10.0,10.0,2003
115,10.0,2003-05-25,16:00,Goiás,Criciúma,,,,,Criciuma, Serra Dourada,0,2,GO,SC,,,,,,,,2003,2003,12.0,10.0,10.0,2003
116,10.0,2003-05-25,16:00,Grêmio,São Paulo,,,,,Sao Paulo, Olímpico,1,2,RS,SP,,,,,,,,2003,2003,13.0,10.0,10.0,2003
117,10.0,2003-05-25,16:00,Guarani,Fortaleza,,,,,Guarani, Brinco de Ouro,2,1,SP,CE,,,,,,,,2003,2003,12.0,10.0,10.0,2003
118,10.0,2003-05-25,16:00,Figueirense,Bahia,,,,,Figueirense, Orlando Scarpelli,1,0,SC,BA,,,,,,,,2003,2003,12.0,10.0,10.0,2003
119,10.0,2003-05-25,18:00,Vitória,Cruzeiro,,,,,Vitoria, Barradão,2,1,BA,MG,,,,,,,,2003,2003,12.0,10.0,10.0,2003
120,10.0,2003-05-25,18:00,Santos,Internacional,,,,,Santos, Vila Belmiro,2,1,SP,RS,,,,,,,,2003,2003,12.0,10.0,10.0,2003
121,11.0,2003-05-31,16:00,Fluminense,Atlético-PR,,,,,Fluminense,  Édson Passos,2,1,RJ,PR,,,,,,,,2003,2003,13.0,11.0,11.0,2003
122,11.0,2003-05-31,16:00,Cruzeiro,Criciúma,,,,,Cruzeiro, Mineirão,2,0,MG,SC,,,,,,,,2003,2003,13.0,11.0,11.0,2003
123,11.0,2003-05-31,16:00,Coritiba,Guarani,,,,,Coritiba, Couto Pereira,3,2,PR,SP,,,,,,,,2003,2003,13.0,11.0,11.0,2003
124,11.0,2003-05-31,16:00,Ponte Preta,São Caetano,,,,,-, Moisés Lucarelli,0,0,SP,SP,,,,,,,,2003,2003,13.0,11.0,11.0,2003
125,11.0,2003-05-31,18:00,Internacional,Paysandu,,,,,Internacional, Beira Rio,2,1,RS,PA,,,,,,,,2003,2003,13.0,11.0,11.0,2003
126,11.0,2003-06-01,16:00,Paraná,Flamengo,,,,,Parana, Pinheirão,6,2,PR,RJ,,,,,,,,2003,2003,13.0,11.0,11.0,2003
127,11.0,2003-06-01,16:00,Bahia,Goiás,,,,,Bahia, Fonte Nova,2,1,BA,GO,,,,,,,,2003,2003,13.0,11.0,11.0,2003
128,11.0,2003-06-01,16:00,Fortaleza,Juventude,,,,,Fortaleza, Castelão,3,1,CE,RS,,,,,,,,2003,2003,13.0,11.0,11.0,2003
129,11.0,2003-06-01,16:00,Figueirense,Grêmio,,,,,Figueirense, Orlando Scarpelli,2,1,SC,RS,,,,,,,,2003,2003,14.0,11.0,11.0,2003
130,11.0,2003-06-01,16:00,Santos,São Paulo,,,,,Santos, Vila Belmiro,3,2,SP,SP,,,,,,,,2003,2003,14.0,11.0,11.0,2003
131,11.0,2003-06-01,18:00,Corinthians,Vitória,,,,,Corinthians, Pacaembu,4,0,SP,BA,,,,,,,,2003,2003,14.0,11.0,11.0,2003
132,11.0,2003-06-01,18:00,Vasco,Atlético-MG,,,,,-, São Januário,2,2,RJ,MG,,,,,,,,2003,2003,13.0,11.0,11.0,2003
133,12.0,2003-06-07,16:00,Vitória,Fluminense,,,,,Vitoria, Barradão,2,1,BA,RJ,,,,,,,,2003,2003,14.0,12.0,12.0,2003
134,12.0,2003-06-07,16:00,Guarani,Santos,,,,,Santos, Brinco de Ouro,1,2,SP,SP,,,,,,,,2003,2003,14.0,12.0,12.0,2003
135,12.0,2003-06-07,16:00,Grêmio,Fortaleza,,,,,Gremio, Olímpico,3,1,RS,CE,,,,,,,,2003,2003,14.0,12.0,12.0,2003
136,12.0,2003-06-07,18:00,Atlético-MG,Figueirense,,,,,-,  Independência,1,1,MG,SC,,,,,,,,2003,2003,14.0,12.0,12.0,2003
137,12.0,2003-06-08,16:00,Paysandu,Paraná,,,,,Paysandu, Mangueirão,3,0,PA,PR,,,,,,,,2003,2003,14.0,12.0,12.0,2003
138,12.0,2003-06-08,16:00,Juventude,Vasco,,,,,-, Alfredo Jaconi,0,0,RS,RJ,,,,,,,,2003,2003,14.0,12.0,12.0,2003
139,12.0,2003-06-08,16:00,Atlético-PR,Ponte Preta,,,,,Athletico-PR, Arena da Baixada,4,2,PR,SP,,,,,,,,2003,2003,14.0,12.0,12.0,2003
140,12.0,2003-06-08,16:00,Goiás,Coritiba,,,,,Coritiba, Serra Dourada,1,2,GO,PR,,,,,,,,2003,2003,15.0,12.0,12.0,2003
141,12.0,2003-06-08,16:00,São Caetano,Corinthians,,,,,Sao Caetano, Anacleto Campanella,1,0,SP,SP,,,,,,,,2003,2003,15.0,12.0,12.0,2003
142,12.0,2003-06-08,18:00,Criciúma,Internacional,,,,,Criciuma, Heriberto Hulse,1,0,SC,RS,,,,,,,,2003,2003,15.0,12.0,12.0,2003
143,12.0,2003-06-08,18:00,São Paulo,Bahia,,,,,-, Morumbi,2,2,SP,BA,,,,,,,,2003,2003,15.0,12.0,12.0,2003
145,13.0,2003-06-14,16:00,Fluminense,Goiás,,,,,Goias, Maracanã,2,3,RJ,GO,,,,,,,,2003,2003,15.0,13.0,13.0,2003
146,13.0,2003-06-14,16:00,Ponte Preta,Guarani,,,,,Guarani, Moisés Lucarelli,0,2,SP,SP,,,,,,,,2003,2003,15.0,13.0,13.0,2003
147,13.0,2003-06-14,18:00,Coritiba,Atlético-PR,,,,,Coritiba, Couto Pereira,2,0,PR,PR,,,,,,,,2003,2003,15.0,13.0,13.0,2003
148,13.0,2003-06-15,16:00,Corinthians,São Paulo,,,,,Sao Paulo, Morumbi,1,2,SP,SP,,,,,,,,2003,2003,16.0,13.0,13.0,2003
149,13.0,2003-06-15,16:00,Fortaleza,Paysandu,,,,,Paysandu, Presidente Vargas,1,2,CE,PA,,,,,,,,2003,2003,16.0,13.0,13.0,2003
150,13.0,2003-06-15,16:00,Paraná,Juventude,,,,,Juventude, Pinheirão,1,2,PR,RS,,,,,,,,2003,2003,16.0,13.0,13.0,2003
151,13.0,2003-06-15,16:00,Grêmio,Internacional,,,,,-, Olímpico,0,0,RS,RS,,,,,,,,2003,2003,16.0,13.0,13.0,2003
152,13.0,2003-06-15,16:00,Santos,São Caetano,,,,,Sao Caetano, Vila Belmiro,0,1,SP,SP,,,,,,,,2003,2003,16.0,13.0,13.0,2003
153,13.0,2003-06-15,16:00,Criciúma,Figueirense,,,,,Criciuma, Heriberto Hulse,1,0,SC,SC,,,,,,,,2003,2003,16.0,13.0,13.0,2003
154,13.0,2003-06-15,16:00,Bahia,Vitória,,,,,Bahia, Fonte Nova,2,1,BA,BA,,,,,,,,2003,2003,15.0,13.0,13.0,2003
155,13.0,2003-06-15,18:00,Vasco,Flamengo,,,,,Flamengo, Maracanã,1,2,RJ,RJ,,,,,,,,2003,2003,15.0,13.0,13.0,2003
156,13.0,2003-06-15,18:00,Cruzeiro,Atlético-MG,,,,,-, Mineirão,0,0,MG,MG,,,,,,,,2003,2003,15.0,13.0,13.0,2003
157,14.0,2003-06-19,16:00,Bahia,Coritiba,,,,,-, Fonte Nova,2,2,BA,PR,,,,,,,,2003,2003,16.0,14.0,14.0,2003
158,14.0,2003-06-21,16:00,Vasco,Criciúma,,,,,Vasco, São Januário,2,0,RJ,SC,,,,,,,,2003,2003,16.0,14.0,14.0,2003
159,14.0,2003-06-21,16:00,Atlético-MG,Grêmio,,,,,Atletico-MG, Mineirão,3,2,MG,RS,,,,,,,,2003,2003,17.0,14.0,14.0,2003
160,14.0,2003-06-21,16:00,Internacional,Paraná,,,,,Internacional, Beira Rio,2,1,RS,PR,,,,,,,,2003,2003,16.0,14.0,14.0,2003
161,14.0,2003-06-21,18:00,São Paulo,Goiás,,,,,Sao Paulo, Morumbi,1,0,SP,GO,,,,,,,,2003,2003,16.0,14.0,14.0,2003
162,14.0,2003-06-22,16:00,Paysandu,Flamengo,,,,,-, Mangueirão,2,2,PA,RJ,,,,,,,,2003,2003,17.0,14.0,14.0,2003
163,14.0,2003-06-22,16:00,Ponte Preta,Corinthians,,,,,-, Moisés Lucarelli,3,3,SP,SP,,,,,,,,2003,2003,17.0,14.0,14.0,2003
164,14.0,2003-06-22,16:00,São Caetano,Vitória,,,,,Sao Caetano, Anacleto Campanella,2,1,SP,BA,,,,,,,,2003,2003,17.0,14.0,14.0,2003
165,14.0,2003-06-22,16:00,Figueirense,Fortaleza,,,,,-, Orlando Scarpelli,2,2,SC,CE,,,,,,,,2003,2003,17.0,14.0,14.0,2003
