ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,rodata_x,partida_id,rodata_y,clube,atleta,minuto,tipo_de_gol,ano_civil,temporada,rodata_calculada,rodata_final,rodata_corrigida,temporada_corrigida
2939,24.0,2009-09-13,16:00,Santos,Santo Andre,,,,,Santos, Vila Belmiro,1,0,SP,SP,,,,,,,,2009,2009,24.0,24.0,24.0,2009
2940,24.0,2009-09-13,16:00,Atlético-MG,Atlético-PR,,,,,Atletico-MG, Mineirão,2,1,MG,PR,,,,,,,,2009,2009,24.0,24.0,24.0,2009
2941,24.0,2009-09-13,16:00,Vitória,Palmeiras,,,,,Vitoria, Barradão,3,2,BA,SP,,,,,,,,2009,2009,24.0,24.0,24.0,2009
2942,24.0,2009-09-13,16:00,Internacional,Cruzeiro,,,,,Cruzeiro, Beira Rio,2,3,RS,MG,,,,,,,,2009,2009,24.0,24.0,24.0,2009
2943,24.0,2009-09-13,18:30,Botafogo-RJ,Fluminense,,,,,-,Engenhão,0,0,RJ,RJ,,,,,,,,2009,2009,24.0,24.0,24.0,2009
2944,24.0,2009-09-13,18:30,Náutico,Grêmio,,,,,Gremio,Aflitos,0,2,PE,RS,,,,,,,,2009,2009,24.0,24.0,24.0,2009
2945,24.0,2009-09-13,18:30,Barueri,Goiás,,,,,Barueri,Arena Barueri,3,1,SP,GO,,,,,,,,2009,2009,24.0,24.0,24.0,2009
2946,24.0,2009-09-16,21:50,Coritiba,Corinthians,,,,,-, Couto Pereira,1,1,PR,SP,,,,,,,,2009,2009,24.0,24.0,24.0,2009
2947,25.0,2009-09-19,18:30,Atlético-PR,Sport,,,,,Athletico-PR, Arena da Baixada,1,0,PR,PE,,,,,,,,2009,2009,25.0,25.0,25.0,2009
2948,25.0,2009-09-19,18:30,Vitória,Internacional,,,,,Vitoria, Barradão,2,0,BA,RS,,,,,,,,2009,2009,25.0,25.0,25.0,2009
2949,25.0,2009-09-19,18:30,Náutico,Atlético-MG,,,,,-,Aflitos,0,0,PE,MG,,,,,,,,2009,2009,25.0,25.0,25.0,2009
2950,25.0,2009-09-20,16:00,Grêmio,Fluminense,,,,,Gremio, Olímpico,5,1,RS,RJ,,,,,,,,2009,2009,25.0,25.0,25.0,2009
2951,25.0,2009-09-20,16:00,Santo Andre,São Paulo,,,,,-,  Santa Cruz,1,1,SP,SP,,,,,,,,2009,2009,25.0,25.0,25.0,2009
2952,25.0,2009-09-20,16:00,Avaí,Barueri,,,,,Avai,  Ressacada,4,0,SC,SP,,,,,,,,2009,2009,25.0,25.0,25.0,2009
2953,25.0,2009-09-20,18:30,Flamengo,Coritiba,,,,,Flamengo, Maracanã,3,0,RJ,PR,,,,,,,,2009,2009,25.0,25.0,25.0,2009
2954,25.0,2009-09-20,18:30,Santos,Botafogo-RJ,,,,,-, Vila Belmiro,0,0,SP,RJ,,,,,,,,2009,2009,25.0,25.0,25.0,2009
2955,25.0,2009-09-20,18:30,Corinthians,Goiás,,,,,Goias, Pacaembu,1,4,SP,GO,,,,,,,,2009,2009,25.0,25.0,25.0,2009
2956,25.0,2009-09-23,21:50,Cruzeiro,Palmeiras,,,,,Palmeiras, Mineirão,1,2,MG,SP,,,,,,,,2009,2009,25.0,25.0,25.0,2009
2957,26.0,2009-09-26,18:30,Palmeiras,Atlético-PR,,,,,Palmeiras,Palestra Itália,2,1,SP,PR,,,,,,,,2009,2009,26.0,26.0,26.0,2009
2958,26.0,2009-09-26,18:30,Barueri,Cruzeiro,,,,,Cruzeiro,Arena Barueri,0,1,SP,MG,,,,,,,,2009,2009,26.0,26.0,26.0,2009
2959,26.0,2009-09-27,16:00,Internacional,Flamengo,,,,,-, Beira Rio,0,0,RS,RJ,,,,,,,,2009,2009,26.0,26.0,26.0,2009
2960,26.0,2009-09-27,16:00,São Paulo,Corinthians,,,,,-, Morumbi,1,1,SP,SP,,,,,,,,2009,2009,26.0,26.0,26.0,2009
2961,26.0,2009-09-27,16:00,Coritiba,Náutico,,,,,Coritiba, Couto Pereira,2,0,PR,PE,,,,,,,,2009,2009,26.0,26.0,26.0,2009
2962,26.0,2009-09-27,16:00,Goiás,Grêmio,,,,,Goias, Serra Dourada,2,1,GO,RS,,,,,,,,2009,2009,26.0,26.0,26.0,2009
2963,26.0,2009-09-27,16:00,Fluminense,Avaí,,,,,Fluminense, Maracanã,3,2,RJ,SC,,,,,,,,2009,2009,26.0,26.0,26.0,2009
2964,26.0,2009-09-27,18:30,Atlético-MG,Santos,,,,,Atletico-MG, Mineirão,3,1,MG,SP,,,,,,,,2009,2009,26.0,26.0,26.0,2009
2965,26.0,2009-09-27,18:30,Botafogo-RJ,Vitória,,,,,Vitoria,Engenhão,1,3,RJ,BA,,,,,,,,2009,2009,26.0,26.0,26.0,2009
2966,26.0,2009-09-27,18:30,Sport,Santo Andre,,,,,Sport,Ilha do Retiro,2,1,PE,SP,,,,,,,,2009,2009,26.0,26.0,26.0,2009
2967,27.0,2009-09-30,21:50,Náutico,São Paulo,,,,,Sao Paulo,Aflitos,1,2,PE,SP,,,,,,,,2009,2009,27.0,27.0,27.0,2009
2968,27.0,2009-10-03,18:30,Santo Andre,Vitória,,,,,Santo Andre,Bruno José Daniel,1,0,SP,BA,,,,,,,,2009,2009,27.0,27.0,27.0,2009
2969,27.0,2009-10-03,18:30,Corinthians,Atlético-PR,,,,,Athletico-PR, Pacaembu,1,3,SP,PR,,,,,,,,2009,2009,27.0,27.0,27.0,2009
2970,27.0,2009-10-03,18:30,Atlético-MG,Barueri,,,,,Atletico-MG, Mineirão,2,1,MG,SP,,,,,,,,2009,2009,27.0,27.0,27.0,2009
2971,27.0,2009-10-04,16:00,Santos,Palmeiras,,,,,Palmeiras, Vila Belmiro,1,3,SP,SP,,,,,,,,2009,2009,27.0,27.0,27.0,2009
2972,27.0,2009-10-04,16:00,Grêmio,Sport,,,,,-, Olímpico,3,3,RS,PE,,,,,,,,2009,2009,27.0,27.0,27.0,2009
2973,27.0,2009-10-04,16:00,Goiás,Botafogo-RJ,,,,,Botafogo-RJ, Serra Dourada,1,3,GO,RJ,,,,,,,,2009,2009,27.0,27.0,27.0,2009
2974,27.0,2009-10-04,18:30,Flamengo,Fluminense,,,,,Flamengo, Maracanã,2,0,RJ,RJ,,,,,,,,2009,2009,27.0,27.0,27.0,2009
2975,27.0,2009-10-04,18:30,Avaí,Cruzeiro,,,,,-,  Ressacada,2,2,SC,MG,,,,,,,,2009,2009,27.0,27.0,27.0,2009
2976,27.0,2009-10-04,18:30,Coritiba,Internacional,,,,,Coritiba, Couto Pereira,2,0,PR,RS,,,,,,,,2009,2009,27.0,27.0,27.0,2009
2977,28.0,2009-10-07,19:30,Sport,Santos,,,,,Santos,Ilha do Retiro,0,1,PE,SP,,,,,,,,2009,2009,28.0,28.0,28.0,2009
2978,28.0,2009-10-07,19:30,Barueri,Santo Andre,,,,,-,Arena Barueri,0,0,SP,SP,,,,,,,,2009,2009,28.0,28.0,28.0,2009
2979,28.0,2009-10-07,21:00,Atlético-PR,Grêmio,,,,,-, Arena da Baixada,0,0,PR,RS,,,,,,,,2009,2009,28.0,28.0,28.0,2009
2980,28.0,2009-10-07,21:00,São Paulo,Coritiba,,,,,-, Morumbi,2,2,SP,PR,,,,,,,,2009,2009,28.0,28.0,28.0,2009
2981,28.0,2009-10-07,21:50,Vitória,Flamengo,,,,,-, Barradão,3,3,BA,RJ,,,,,,,,2009,2009,28.0,28.0,28.0,2009
2982,28.0,2009-10-07,21:50,Fluminense,Corinthians,,,,,-, Maracanã,1,1,RJ,SP,,,,,,,,2009,2009,28.0,28.0,28.0,2009
2983,28.0,2009-10-07,21:50,Internacional,Náutico,,,,,Internacional, Beira Rio,3,1,RS,PE,,,,,,,,2009,2009,28.0,28.0,28.0,2009
2984,28.0,2009-10-08,21:00,Cruzeiro,Goiás,,,,,Cruzeiro, Mineirão,3,0,MG,GO,,,,,,,,2009,2009,28.0,28.0,28.0,2009
2985,28.0,2009-10-08,21:00,Palmeiras,Avaí,,,,,-,Palestra Itália,2,2,SP,SC,,,,,,,,2009,2009,28.0,28.0,28.0,2009
2986,28.0,2009-10-08,21:00,Botafogo-RJ,Atlético-MG,,,,,Botafogo-RJ,Engenhão,3,1,RJ,MG,,,,,,,,2009,2009,28.0,28.0,28.0,2009
2987,29.0,2009-10-10,16:10,Corinthians,Grêmio,,,,,Corinthians, Pacaembu,2,1,SP,RS,,,,,,,,2009,2009,29.0,29.0,29.0,2009
2988,29.0,2009-10-10,16:10,Flamengo,São Paulo,,,,,Flamengo, Maracanã,2,1,RJ,SP,,,,,,,,2009,2009,29.0,29.0,29.0,2009
2989,29.0,2009-10-10,18:10,Santo Andre,Fluminense,,,,,Fluminense,Bruno José Daniel,1,2,SP,RJ,,,,,,,,2009,2009,29.0,29.0,29.0,2009
2990,29.0,2009-10-10,18:30,Internacional,Atlético-PR,,,,,-, Beira Rio,1,1,RS,PR,,,,,,,,2009,2009,29.0,29.0,29.0,2009
2991,29.0,2009-10-10,18:30,Coritiba,Barueri,,,,,Barueri, Couto Pereira,1,2,PR,SP,,,,,,,,2009,2009,29.0,29.0,29.0,2009
2992,29.0,2009-10-12,16:00,Santos,Vitória,,,,,-, Pacaembu,0,0,SP,BA,,,,,,,,2009,2009,29.0,29.0,29.0,2009
2993,29.0,2009-10-12,16:00,Atlético-MG,Cruzeiro,,,,,Cruzeiro, Mineirão,0,1,MG,MG,,,,,,,,2009,2009,29.0,29.0,29.0,2009
2994,29.0,2009-10-12,16:00,Goiás,Sport,,,,,-, Serra Dourada,1,1,GO,PE,,,,,,,,2009,2009,29.0,29.0,29.0,2009
2995,29.0,2009-10-12,16:00,Náutico,Palmeiras,,,,,Nautico,Aflitos,3,0,PE,SP,,,,,,,,2009,2009,29.0,29.0,29.0,2009
2996,29.0,2009-10-12,16:00,Botafogo-RJ,Avaí,,,,,-,Engenhão,2,2,RJ,SC,,,,,,,,2009,2009,29.0,29.0,29.0,2009
2997,30.0,2009-10-17,18:30,Barueri,Santos,,,,,-,Arena Barueri,0,0,SP,SP,,,,,,,,2009,2009,30.0,30.0,30.0,2009
2998,30.0,2009-10-17,18:30,São Paulo,Atlético-MG,,,,,Atletico-MG, Morumbi,0,1,SP,MG,,,,,,,,2009,2009,30.0,30.0,30.0,2009
2999,30.0,2009-10-17,18:30,Avaí,Goiás,,,,,Avai,  Ressacada,2,1,SC,GO,,,,,,,,2009,2009,30.0,30.0,30.0,2009
3000,30.0,2009-10-18,16:00,Sport,Corinthians,,,,,Sport,Ilha do Retiro,2,0,PE,SP,,,,,,,,2009,2009,30.0,30.0,30.0,2009
3001,30.0,2009-10-18,16:00,Grêmio,Coritiba,,,,,Gremio, Olímpico,2,0,RS,PR,,,,,,,,2009,2009,30.0,30.0,30.0,2009
3002,30.0,2009-10-18,16:00,Fluminense,Internacional,,,,,-, Maracanã,2,2,RJ,RS,,,,,,,,2009,2009,30.0,30.0,30.0,2009
3003,30.0,2009-10-18,16:10,Palmeiras,Flamengo,,,,,Flamengo,Palestra Itália,0,2,SP,RJ,,,,,,,,2009,2009,30.0,30.0,30.0,2009
3004,30.0,2009-10-18,18:30,Atlético-PR,Santo Andre,,,,,Athletico-PR, Arena da Baixada,3,0,PR,SP,,,,,,,,2009,2009,30.0,30.0,30.0,2009
3005,30.0,2009-10-18,18:30,Cruzeiro,Botafogo-RJ,,,,,Cruzeiro, Mineirão,1,0,MG,RJ,,,,,,,,2009,2009,30.0,30.0,30.0,2009
3006,30.0,2009-10-18,18:30,Vitória,Náutico,,,,,Vitoria, Barradão,3,1,BA,PE,,,,,,,,2009,2009,30.0,30.0,30.0,2009
3007,31.0,2009-10-21,21:50,Santo Andre,Palmeiras,,,,,Santo Andre,Bruno José Daniel,2,0,SP,SP,,,,,,,,2009,2009,31.0,31.0,31.0,2009
3008,31.0,2009-10-24,18:30,Atlético-MG,Vitória,,,,,Atletico-MG, Mineirão,1,0,MG,BA,,,,,,,,2009,2009,31.0,31.0,31.0,2009
3009,31.0,2009-10-24,18:30,Náutico,Barueri,,,,,Nautico,Aflitos,2,1,PE,SP,,,,,,,,2009,2009,31.0,31.0,31.0,2009
3010,31.0,2009-10-25,16:00,Santos,São Paulo,,,,,Sao Paulo, Vila Belmiro,3,4,SP,SP,,,,,,,,2009,2009,31.0,31.0,31.0,2009
3011,31.0,2009-10-25,16:00,Internacional,Grêmio,,,,,Internacional, Beira Rio,1,0,RS,RS,,,,,,,,2009,2009,31.0,31.0,31.0,2009
3012,31.0,2009-10-25,16:00,Coritiba,Atlético-PR,,,,,Coritiba, Couto Pereira,3,2,PR,PR,,,,,,,,2009,2009,31.0,31.0,31.0,2009
3013,31.0,2009-10-25,16:00,Goiás,Fluminense,,,,,-, Serra Dourada,2,2,GO,RJ,,,,,,,,2009,2009,31.0,31.0,31.0,2009
3014,31.0,2009-10-25,18:30,Corinthians,Cruzeiro,,,,,Cruzeiro, Pacaembu,0,1,SP,MG,,,,,,,,2009,2009,31.0,31.0,31.0,2009
3015,31.0,2009-10-25,18:30,Avaí,Sport,,,,,-,  Ressacada,2,2,SC,PE,,,,,,,,2009,2009,31.0,31.0,31.0,2009
3016,31.0,2009-10-25,18:30,Botafogo-RJ,Flamengo,,,,,Flamengo,Engenhão,0,1,RJ,RJ,,,,,,,,2009,2009,31.0,31.0,31.0,2009
3017,32.0,2009-10-28,19:30,Atlético-PR,Santos,,,,,-, Arena da Baixada,1,1,PR,SP,,,,,,,,2009,2009,32.0,32.0,32.0,2009
3018,32.0,2009-10-28,19:30,Botafogo-RJ,Náutico,,,,,Botafogo-RJ,Engenhão,1,0,RJ,PE,,,,,,,,2009,2009,32.0,32.0,32.0,2009
3019,32.0,2009-10-28,21:00,Cruzeiro,Santo Andre,,,,,Cruzeiro, Mineirão,3,2,MG,SP,,,,,,,,2009,2009,32.0,32.0,32.0,2009
3020,32.0,2009-10-28,21:00,Grêmio,Avaí,,,,,Gremio, Olímpico,3,1,RS,SC,,,,,,,,2009,2009,32.0,32.0,32.0,2009
3021,32.0,2009-10-28,21:50,Vitória,Corinthians,,,,,Corinthians, Barradão,0,1,BA,SP,,,,,,,,2009,2009,32.0,32.0,32.0,2009
3022,32.0,2009-10-28,21:50,Barueri,Flamengo,,,,,Barueri,Arena Barueri,2,0,SP,RJ,,,,,,,,2009,2009,32.0,32.0,32.0,2009
3023,32.0,2009-10-28,21:50,São Paulo,Internacional,,,,,Sao Paulo, Morumbi,1,0,SP,RS,,,,,,,,2009,2009,32.0,32.0,32.0,2009
3024,32.0,2009-10-29,21:00,Sport,Coritiba,,,,,-,Ilha do Retiro,1,1,PE,PR,,,,,,,,2009,2009,32.0,32.0,32.0,2009
3025,32.0,2009-10-29,21:00,Fluminense,Atlético-MG,,,,,Fluminense, Maracanã,2,1,RJ,MG,,,,,,,,2009,2009,32.0,32.0,32.0,2009
3026,32.0,2009-10-29,21:00,Palmeiras,Goiás,,,,,Palmeiras,Palestra Itália,4,0,SP,GO,,,,,,,,2009,2009,32.0,32.0,32.0,2009
3027,33.0,2009-10-31,18:30,Flamengo,Santos,,,,,Flamengo, Maracanã,1,0,RJ,SP,,,,,,,,2009,2009,33.0,33.0,33.0,2009
3028,33.0,2009-10-31,18:30,Avaí,Atlético-PR,,,,,Avai,  Ressacada,2,0,SC,PR,,,,,,,,2009,2009,33.0,33.0,33.0,2009
3029,33.0,2009-10-31,18:30,São Paulo,Barueri,,,,,Sao Paulo, Morumbi,1,0,SP,SP,,,,,,,,2009,2009,33.0,33.0,33.0,2009
3030,33.0,2009-11-01,16:00,Palmeiras,Corinthians,,,,,-,Eduardo José Farah,2,2,SP,SP,,,,,,,,2009,2009,33.0,33.0,33.0,2009
3031,33.0,2009-11-01,16:00,Internacional,Botafogo-RJ,,,,,Botafogo-RJ, Beira Rio,0,1,RS,RJ,,,,,,,,2009,2009,33.0,33.0,33.0,2009
3032,33.0,2009-11-01,16:00,Coritiba,Vitória,,,,,Coritiba, Couto Pereira,1,0,PR,BA,,,,,,,,2009,2009,33.0,33.0,33.0,2009
3033,33.0,2009-11-01,16:00,Goiás,Atlético-MG,,,,,Atletico-MG, Serra Dourada,2,3,GO,MG,,,,,,,,2009,2009,33.0,33.0,33.0,2009
3034,33.0,2009-11-01,18:30,Cruzeiro,Fluminense,,,,,Fluminense, Mineirão,2,3,MG,RJ,,,,,,,,2009,2009,33.0,33.0,33.0,2009
3035,33.0,2009-11-01,18:30,Santo Andre,Grêmio,,,,,Santo Andre,Bruno José Daniel,2,0,SP,RS,,,,,,,,2009,2009,33.0,33.0,33.0,2009
3036,33.0,2009-11-01,18:30,Náutico,Sport,,,,,Nautico,Aflitos,3,2,PE,PE,,,,,,,,2009,2009,33.0,33.0,33.0,2009
3037,34.0,2009-11-04,21:50,Grêmio,São Paulo,,,,,-, Olímpico,1,1,RS,SP,,,,,,,,2009,2009,34.0,34.0,34.0,2009
3038,34.0,2009-11-07,18:30,Vitória,Avaí,,,,,Avai, Barradão,0,1,BA,SC,,,,,,,,2009,2009,34.0,34.0,34.0,2009
3039,34.0,2009-11-07,18:30,Sport,Cruzeiro,,,,,Cruzeiro,Ilha do Retiro,2,3,PE,MG,,,,,,,,2009,2009,34.0,34.0,34.0,2009
3040,34.0,2009-11-07,18:30,Santos,Náutico,,,,,Santos, Pacaembu,3,1,SP,PE,,,,,,,,2009,2009,34.0,34.0,34.0,2009
3041,34.0,2009-11-08,16:00,Fluminense,Palmeiras,,,,,Fluminense, Maracanã,1,0,RJ,SP,,,,,,,,2009,2009,34.0,34.0,34.0,2009
3042,34.0,2009-11-08,16:00,Atlético-MG,Flamengo,,,,,Flamengo, Mineirão,1,3,MG,RJ,,,,,,,,2009,2009,34.0,34.0,34.0,2009
3043,34.0,2009-11-08,16:00,Corinthians,Santo Andre,,,,,Corinthians, Pacaembu,2,0,SP,SP,,,,,,,,2009,2009,34.0,34.0,34.0,2009
3044,34.0,2009-11-08,18:30,Barueri,Internacional,,,,,-,Arena Barueri,1,1,SP,RS,,,,,,,,2009,2009,34.0,34.0,34.0,2009
3045,34.0,2009-11-08,18:30,Botafogo-RJ,Coritiba,,,,,Botafogo-RJ,Engenhão,2,0,RJ,PR,,,,,,,,2009,2009,34.0,34.0,34.0,2009
3046,34.0,2009-11-08,18:30,Atlético-PR,Goiás,,,,,Athletico-PR, Arena da Baixada,2,0,PR,GO,,,,,,,,2009,2009,34.0,34.0,34.0,2009
3047,35.0,2009-11-11,21:50,Palmeiras,Sport,,,,,-,Palestra Itália,2,2,SP,PE,,,,,,,,2009,2009,35.0,35.0,35.0,2009
3048,35.0,2009-11-14,19:30,Cruzeiro,Grêmio,,,,,-, Mineirão,1,1,MG,RS,,,,,,,,2009,2009,35.0,35.0,35.0,2009
3049,35.0,2009-11-14,19:30,São Paulo,Vitória,,,,,Sao Paulo, Morumbi,2,0,SP,BA,,,,,,,,2009,2009,35.0,35.0,35.0,2009
3050,35.0,2009-11-14,19:30,Coritiba,Atlético-MG,,,,,Coritiba, Couto Pereira,2,1,PR,MG,,,,,,,,2009,2009,35.0,35.0,35.0,2009
3051,35.0,2009-11-15,17:00,Náutico,Flamengo,,,,,Flamengo,Aflitos,0,2,PE,RJ,,,,,,,,2009,2009,35.0,35.0,35.0,2009
3052,35.0,2009-11-15,17:00,Avaí,Corinthians,,,,,Avai,  Ressacada,3,1,SC,SP,,,,,,,,2009,2009,35.0,35.0,35.0,2009
3053,35.0,2009-11-15,17:00,Barueri,Botafogo-RJ,,,,,Barueri,Arena Barueri,3,0,SP,RJ,,,,,,,,2009,2009,35.0,35.0,35.0,2009
3054,35.0,2009-11-15,19:30,Fluminense,Atlético-PR,,,,,Fluminense, Maracanã,2,1,RJ,PR,,,,,,,,2009,2009,35.0,35.0,35.0,2009
3055,35.0,2009-11-15,19:30,Goiás,Santo Andre,,,,,Goias, Serra Dourada,3,1,GO,SP,,,,,,,,2009,2009,35.0,35.0,35.0,2009
3056,35.0,2009-11-15,19:30,Internacional,Santos,,,,,Internacional, Beira Rio,3,1,RS,SP,,,,,,,,2009,2009,35.0,35.0,35.0,2009
3057,36.0,2009-11-18,21:50,Grêmio,Palmeiras,,,,,Gremio, Olímpico,2,0,RS,SP,,,,,,,,2009,2009,36.0,36.0,36.0,2009
3058,36.0,2009-11-21,19:30,Corinthians,Náutico,,,,,Nautico, Pacaembu,2,3,SP,PE,,,,,,,,2009,2009,36.0,36.0,36.0,2009
3059,36.0,2009-11-21,19:30,Atlético-PR,Cruzeiro,,,,,-, Arena da Baixada,1,1,PR,MG,,,,,,,,2009,2009,36.0,36.0,36.0,2009
3060,36.0,2009-11-22,17:00,Botafogo-RJ,São Paulo,,,,,Botafogo-RJ,Engenhão,3,2,RJ,SP,,,,,,,,2009,2009,36.0,36.0,36.0,2009
3061,36.0,2009-11-22,17:00,Sport,Fluminense,,,,,Fluminense,Ilha do Retiro,0,3,PE,RJ,,,,,,,,2009,2009,36.0,36.0,36.0,2009
3062,36.0,2009-11-22,17:00,Santo Andre,Avaí,,,,,Santo Andre,Bruno José Daniel,4,2,SP,SC,,,,,,,,2009,2009,36.0,36.0,36.0,2009
3063,36.0,2009-11-22,17:00,Santos,Coritiba,,,,,Santos, Vila Belmiro,4,0,SP,PR,,,,,,,,2009,2009,36.0,36.0,36.0,2009
3064,36.0,2009-11-22,19:30,Vitória,Barueri,,,,,Vitoria, Barradão,2,1,BA,SP,,,,,,,,2009,2009,36.0,36.0,36.0,2009
3065,36.0,2009-11-22,19:30,Atlético-MG,Internacional,,,,,Internacional, Mineirão,0,1,MG,RS,,,,,,,,2009,2009,36.0,36.0,36.0,2009
3066,36.0,2009-11-22,19:30,Flamengo,Goiás,,,,,-, Maracanã,0,0,RJ,GO,,,,,,,,2009,2009,36.0,36.0,36.0,2009
3067,37.0,2009-11-29,17:00,Goiás,São Paulo,,,,,Goias, Serra Dourada,4,2,GO,SP,,,,,,,,2009,2009,37.0,37.0,37.0,2009
3068,37.0,2009-11-29,17:00,Corinthians,Flamengo,,,,,Flamengo, Brinco de Ouro,0,2,SP,RJ,,,,,,,,2009,2009,37.0,37.0,37.0,2009
3069,37.0,2009-11-29,17:00,Palmeiras,Atlético-MG,,,,,Palmeiras,Palestra Itália,3,1,SP,MG,,,,,,,,2009,2009,37.0,37.0,37.0,2009
3070,37.0,2009-11-29,17:00,Sport,Internacional,,,,,Internacional,Ilha do Retiro,1,2,PE,RS,,,,,,,,2009,2009,37.0,37.0,37.0,2009
3071,37.0,2009-11-29,17:00,Grêmio,Barueri,,,,,Gremio, Olímpico,4,2,RS,SP,,,,,,,,2009,2009,37.0,37.0,37.0,2009
3072,37.0,2009-11-29,17:00,Avaí,Santos,,,,,-,  Ressacada,2,2,SC,SP,,,,,,,,2009,2009,37.0,37.0,37.0,2009
3073,37.0,2009-11-29,17:00,Cruzeiro,Coritiba,,,,,Cruzeiro, Mineirão,4,1,MG,PR,,,,,,,,2009,2009,37.0,37.0,37.0,2009
3074,37.0,2009-11-29,17:00,Santo Andre,Náutico,,,,,Santo Andre,Bruno José Daniel,5,3,SP,PE,,,,,,,,2009,2009,37.0,37.0,37.0,2009
3075,37.0,2009-11-29,17:00,Atlético-PR,Botafogo-RJ,,,,,Athletico-PR, Arena da Baixada,2,0,PR,RJ,,,,,,,,2009,2009,37.0,37.0,37.0,2009
3076,37.0,2009-11-29,17:00,Fluminense,Vitória,,,,,Fluminense, Maracanã,4,0,RJ,BA,,,,,,,,2009,2009,37.0,37.0,37.0,2009
3077,38.0,2009-12-05,19:30,Atlético-MG,Corinthians,,,,,Corinthians, Mineirão,0,3,MG,SP,,,,,,,,2009,2009,38.0,38.0,38.0,2009
3078,38.0,2009-12-05,19:30,Náutico,Avaí,,,,,Avai,Aflitos,0,1,PE,SC,,,,,,,,2009,2009,38.0,38.0,38.0,2009
3079,38.0,2009-12-06,17:00,Flamengo,Grêmio,,,,,Flamengo, Maracanã,2,1,RJ,RS,,,,,,,,2009,2009,38.0,38.0,38.0,2009
3080,38.0,2009-12-06,17:00,Botafogo-RJ,Palmeiras,,,,,Botafogo-RJ,Engenhão,2,1,RJ,SP,,,,,,,,2009,2009,38.0,38.0,38.0,2009
3081,38.0,2009-12-06,17:00,São Paulo,Sport,,,,,Sao Paulo, Morumbi,4,0,SP,PE,,,,,,,,2009,2009,38.0,38.0,38.0,2009
3082,38.0,2009-12-06,17:00,Internacional,Santo Andre,,,,,Internacional, Beira Rio,4,1,RS,SP,,,,,,,,2009,2009,38.0,38.0,38.0,2009
3083,38.0,2009-12-06,17:00,Santos,Cruzeiro,,,,,Cruzeiro, Vila Belmiro,1,2,SP,MG,,,,,,,,2009,2009,38.0,38.0,38.0,2009
3084,38.0,2009-12-06,17:00,Barueri,Atlético-PR,,,,,-,  Prudentão,0,0,SP,PR,,,,,,,,2009,2009,38.0,38.0,38.0,2009
3085,38.0,2009-12-06,17:00,Vitória,Goiás,,,,,-, Barradão,2,2,BA,GO,,,,,,,,2009,2009,38.0,38.0,38.0,2009
3086,38.0,2009-12-06,17:00,Coritiba,Fluminense,,,,,-, Couto Pereira,1,1,PR,RJ,,,,,,,,2009,2009,38.0,38.0,38.0,2009
3087,1.0,2010-05-08,18:30,Botafogo-RJ,Santos,,,,,-,Engenhão,3,3,RJ,SP,,,,,,,,2010,2010,1.0,1.0,1.0,2010
3088,1.0,2010-05-08,18:30,Atlético-GO,Grêmio,,,,,-, Serra Dourada,0,0,GO,RS,,,,,,,,2010,2010,1.0,1.0,1.0,2010
3089,1.0,2010-05-08,18:30,Palmeiras,Vitória,,,,,Palmeiras,  Parque Antártica,1,0,SP,BA,,,,,,,,2010,2010,1.0,1.0,1.0,2010
3090,1.0,2010-05-09,16:00,Flamengo,São Paulo,,,,,-, Maracanã,1,1,RJ,SP,,,,,,,,2010,2010,1.0,1.0,1.0,2010
3091,1.0,2010-05-09,16:00,Atlético-MG,Vasco,,,,,Atletico-MG, Mineirão,2,1,MG,RJ,,,,,,,,2010,2010,1.0,1.0,1.0,2010
3092,1.0,2010-05-09,16:00,Internacional,Cruzeiro,,,,,Cruzeiro, Beira Rio,1,2,RS,MG,,,,,,,,2010,2010,1.0,1.0,1.0,2010
3093,1.0,2010-05-09,16:00,Corinthians,Atlético-PR,,,,,Corinthians, Pacaembu,2,1,SP,PR,,,,,,,,2010,2010,1.0,1.0,1.0,2010
3094,1.0,2010-05-09,18:30,Ceará,Fluminense,,,,,Ceara, Castelão,1,0,CE,RJ,,,,,,,,2010,2010,1.0,1.0,1.0,2010
3095,1.0,2010-05-09,18:30,Guarani,Goiás,,,,,Guarani, Brinco de Ouro,1,0,SP,GO,,,,,,,,2010,2010,1.0,1.0,1.0,2010
3096,1.0,2010-05-09,18:30,Avaí,Grêmio Prudente,,,,,Avai,  Ressacada,6,1,SC,SP,,,,,,,,2010,2010,1.0,1.0,1.0,2010
3097,2.0,2010-05-15,18:30,Fluminense,Atlético-GO,,,,,Fluminense, Maracanã,1,0,RJ,GO,,,,,,,,2010,2010,2.0,2.0,2.0,2010
3098,2.0,2010-05-15,18:30,Grêmio Prudente,Atlético-MG,,,,,Gremio Prudente,  Prudentão,4,0,SP,MG,,,,,,,,2010,2010,2.0,2.0,2.0,2010
3099,2.0,2010-05-15,18:30,Vitória,Flamengo,,,,,-, Barradão,1,1,BA,RJ,,,,,,,,2010,2010,2.0,2.0,2.0,2010
3100,2.0,2010-05-16,16:00,Santos,Ceará,,,,,-, Vila Belmiro,1,1,SP,CE,,,,,,,,2010,2010,2.0,2.0,2.0,2010
